Transcript_ID	nbre_exon	mRNA_length	a5UTR_length	a3UTR_length	CDS	Gene_ID	nbre_intron
AT1G53620.1	1	496	17	172	305	AT1G53620	0
AT1G53625.1	1	513	108	134	269	AT1G53625	0
AT1G53630.1	1	1111	0	0	0	AT1G53630	0
AT1G53633.1	2	449	0	114	334	AT1G53633	1
AT1G53635.1	1	506	59	206	239	AT1G53635	0
AT1G53640.1	5	868	0	0	868	AT1G53640	4
AT1G53645.1	4	1903	47	286	1568	AT1G53645	3
AT1G53650.1	10	1491	322	232	935	AT1G53650	9
AT1G53660.1	7	992	0	0	992	AT1G53660	6
AT1G53670.1	5	795	45	144	604	AT1G53670	4
AT1G53680.1	2	673	0	0	673	AT1G53680	1
AT1G53683.1	1	153	0	0	0	AT1G53683	0
AT1G53687.1	1	216	0	0	0	AT1G53687	0
AT1G53690.1	3	242	0	58	183	AT1G53690	2
AT1G53700.1	1	1529	17	80	1430	AT1G53700	0
AT1G53705.2	4	461	0	0	461	AT1G53705	3
AT1G53708.1	3	627	136	162	327	AT1G53708	2
AT1G53710.1	13	1877	124	177	1574	AT1G53710	12
AT1G53720.1	12	1758	117	129	1510	AT1G53720	11
AT1G53730.2	16	2455	69	237	2147	AT1G53730	15
AT1G53750.1	10	1620	141	206	1271	AT1G53750	9
AT1G53760.1	8	1157	177	167	811	AT1G53760	7
AT1G53770.2	4	2001	49	148	1802	AT1G53770	3
AT1G53780.2	15	2099	34	215	1848	AT1G53780	14
AT1G53785.1	2	1112	359	605	146	AT1G53785	1
AT1G53790.2	5	1847	60	403	1382	AT1G53790	4
AT1G53800.2	8	2010	117	179	1712	AT1G53800	7
AT1G53801.1	5	625	0	0	0	AT1G53801	4
AT1G53810.1	1	4568	0	0	0	AT1G53810	0
AT1G53815.1	1	713	0	0	713	AT1G53815	0
AT1G53820.1	1	932	0	0	932	AT1G53820	0
AT1G53830.1	3	1945	39	143	1761	AT1G53830	2
AT1G53840.1	2	2056	87	208	1759	AT1G53840	1
AT1G53850.1	10	1017	133	177	705	AT1G53850	9
AT1G53860.1	6	1434	52	57	1323	AT1G53860	5
AT1G53870.1	2	749	32	63	652	AT1G53870	1
AT1G53880.1	7	1952	0	215	1736	AT1G53880	6
AT1G53885.1	2	635	74	180	379	AT1G53885	1
AT1G53887.1	1	440	157	186	95	AT1G53887	0
AT1G53890.3	5	858	52	113	691	AT1G53890	4
AT1G53900.1	7	1952	0	215	1736	AT1G53900	6
AT1G53903.1	2	629	74	174	379	AT1G53903	1
AT1G53910.1	2	1594	129	388	1075	AT1G53910	1
AT1G53920.1	5	1166	12	0	1153	AT1G53920	4
AT1G53930.1	1	476	0	0	476	AT1G53930	0
AT1G53935.1	2	758	261	0	496	AT1G53935	1
AT1G53940.1	6	1305	0	0	1305	AT1G53940	5
AT1G53950.1	2	649	0	0	649	AT1G53950	1
AT1G53970.1	2	405	107	145	151	AT1G53970	1
AT1G53980.1	1	275	0	0	275	AT1G53980	0
AT1G53990.1	5	1099	0	0	1099	AT1G53990	4
AT1G54000.1	4	1605	53	378	1172	AT1G54000	3
AT1G54010.1	4	1415	67	189	1157	AT1G54010	3
AT1G54020.2	5	1286	36	134	1114	AT1G54020	4
AT1G54030.1	5	1429	55	123	1249	AT1G54030	4
AT1G54040.2	2	1368	63	279	1024	AT1G54040	1
AT1G54050.1	3	677	74	135	466	AT1G54050	2
AT1G54060.1	1	1645	292	200	1151	AT1G54060	0
AT1G54070.1	3	413	43	0	369	AT1G54070	2
AT1G54080.2	12	1708	84	341	1281	AT1G54080	11
AT1G54090.1	1	2333	169	294	1868	AT1G54090	0
AT1G54095.1	2	828	231	143	452	AT1G54095	1
AT1G54100.1	15	1854	169	170	1513	AT1G54100	14
AT1G54110.1	8	859	48	105	704	AT1G54110	7
AT1G54115.1	1	2059	0	124	1934	AT1G54115	0
AT1G54120.1	1	520	57	87	374	AT1G54120	0
AT1G54130.1	6	2627	303	180	2142	AT1G54130	5
AT1G54140.1	3	763	103	108	550	AT1G54140	2
AT1G54150.1	6	1380	47	185	1146	AT1G54150	5
AT1G54160.1	4	1458	288	244	924	AT1G54160	3
AT1G54170.1	15	2252	208	292	1750	AT1G54170	14
AT1G54180.1	7	1885	268	508	1107	AT1G54180	6
AT1G54200.1	1	1353	142	109	1100	AT1G54200	0
AT1G54210.1	6	625	32	305	286	AT1G54210	5
AT1G54215.1	1	509	0	0	509	AT1G54215	0
AT1G54217.2	5	806	82	414	308	AT1G54217	4
AT1G54220.1	19	2033	101	329	1601	AT1G54220	18
AT1G54230.1	8	1086	178	213	693	AT1G54230	7
AT1G54240.1	8	1009	111	213	683	AT1G54240	7
AT1G54250.1	5	765	106	221	437	AT1G54250	4
AT1G54260.1	8	1103	274	240	587	AT1G54260	7
AT1G54270.1	5	1754	270	247	1235	AT1G54270	4
AT1G54280.1	11	4188	474	0	3713	AT1G54280	10
AT1G54290.1	5	806	242	224	338	AT1G54290	4
AT1G54300.1	4	1038	0	96	941	AT1G54300	3
AT1G54310.2	7	1358	0	0	1358	AT1G54310	6
AT1G54320.1	8	1404	163	197	1042	AT1G54320	7
AT1G54330.1	3	1114	62	147	903	AT1G54330	2
AT1G54340.1	15	1556	39	279	1236	AT1G54340	14
AT1G54350.1	9	2303	34	155	2112	AT1G54350	8
AT1G54355.1	3	1232	0	0	0	AT1G54355	2
AT1G54360.2	11	1705	27	105	1571	AT1G54360	10
AT1G54370.1	21	1751	3	201	1545	AT1G54370	20
AT1G54380.1	4	1875	8	321	1544	AT1G54380	3
AT1G54385.1	4	2010	165	162	1681	AT1G54385	3
AT1G54390.2	7	1311	80	249	980	AT1G54390	6
AT1G54400.1	2	550	0	0	550	AT1G54400	1
AT1G54410.1	2	726	165	263	296	AT1G54410	1
AT1G54420.1	2	361	0	0	361	AT1G54420	1
AT1G54430.1	10	4910	0	0	0	AT1G54430	9
AT1G54440.2	14	2232	247	77	1906	AT1G54440	13
AT1G54445.1	2	235	0	0	235	AT1G54445	1
AT1G54450.1	11	1827	0	229	1597	AT1G54450	10
AT1G54460.1	7	1458	139	306	1011	AT1G54460	6
AT1G54470.2	7	3067	39	159	2867	AT1G54470	6
AT1G54490.1	22	3197	108	265	2822	AT1G54490	21
AT1G54500.1	1	834	116	129	587	AT1G54500	0
AT1G54510.1	15	2239	129	283	1825	AT1G54510	14
AT1G54520.1	6	1474	116	186	1170	AT1G54520	5
AT1G54530.1	1	383	0	0	383	AT1G54530	0
AT1G54540.1	1	862	12	129	719	AT1G54540	0
AT1G54550.1	1	1335	37	208	1088	AT1G54550	0
AT1G54560.1	37	4553	0	0	4553	AT1G54560	36
AT1G54570.1	13	2445	171	170	2102	AT1G54570	12
AT1G54575.1	1	650	45	295	308	AT1G54575	0
AT1G54580.1	4	877	224	244	407	AT1G54580	3
AT1G54590.1	3	1129	45	0	1083	AT1G54590	2
AT1G54610.2	8	2076	190	169	1715	AT1G54610	7
AT1G54620.1	1	588	9	0	578	AT1G54620	0
AT1G54630.1	4	773	121	243	407	AT1G54630	3
AT1G54640.1	2	736	0	0	736	AT1G54640	1
AT1G54650.2	7	1181	66	214	899	AT1G54650	6
AT1G54670.1	1	72	0	0	0	AT1G54670	0
AT1G54680.1	7	833	75	91	665	AT1G54680	6
AT1G54690.1	2	799	80	290	427	AT1G54690	1
AT1G54700.1	3	911	0	642	268	AT1G54700	2
AT1G54710.1	9	3326	301	248	2775	AT1G54710	8
AT1G54720.1	3	363	0	0	363	AT1G54720	2
AT1G54730.2	18	1468	0	72	1395	AT1G54730	17
AT1G54740.1	1	1217	69	247	899	AT1G54740	0
AT1G54750.1	1	346	0	0	0	AT1G54750	0
AT1G54760.1	1	485	0	0	485	AT1G54760	0
AT1G54770.1	5	922	163	192	565	AT1G54770	4
AT1G54775.1	1	230	0	0	230	AT1G54775	0
AT1G54780.1	3	1160	98	205	855	AT1G54780	2
AT1G54790.2	4	1324	31	68	1223	AT1G54790	3
AT1G54820.1	6	1525	53	99	1371	AT1G54820	5
AT1G54830.2	2	980	62	263	653	AT1G54830	1
AT1G54840.1	3	1317	60	207	1048	AT1G54840	2
AT1G54850.1	3	895	50	225	618	AT1G54850	2
AT1G54860.1	2	899	196	100	601	AT1G54860	1
AT1G54870.1	4	1239	4	229	1004	AT1G54870	3
AT1G54880.1	2	190	0	0	190	AT1G54880	1
AT1G54890.1	2	1129	23	62	1042	AT1G54890	1
AT1G54905.1	1	222	0	0	0	AT1G54905	0
AT1G54920.3	9	3217	237	281	2697	AT1G54920	8
AT1G54923.1	4	401	0	0	0	AT1G54923	3
AT1G54926.1	4	818	0	0	0	AT1G54926	3
AT1G54930.1	3	1059	0	0	1059	AT1G54930	2
AT1G54940.1	3	1671	0	0	1671	AT1G54940	2
AT1G54950.1	2	289	0	0	289	AT1G54950	1
AT1G54955.1	1	1085	0	0	0	AT1G54955	0
AT1G54960.1	17	2166	107	253	1804	AT1G54960	16
AT1G54970.1	2	1256	0	249	1006	AT1G54970	1
AT1G54980.1	3	540	0	0	540	AT1G54980	2
AT1G54990.1	2	1658	45	191	1420	AT1G54990	1
AT1G55000.1	2	1094	127	301	664	AT1G55000	1
AT1G55010.1	2	241	0	0	241	AT1G55010	1
AT1G55020.1	8	2792	89	129	2572	AT1G55020	7
AT1G55030.1	2	1267	0	0	1267	AT1G55030	1
AT1G55040.1	5	2778	20	211	2545	AT1G55040	4
AT1G55045.1	1	197	0	0	197	AT1G55045	0
AT1G55050.1	3	3019	122	149	2746	AT1G55050	2
AT1G55060.1	1	692	0	0	692	AT1G55060	0
AT1G55070.1	1	1181	0	0	1181	AT1G55070	0
AT1G55080.1	5	920	79	109	730	AT1G55080	4
AT1G55090.1	14	2748	241	340	2165	AT1G55090	13
AT1G55100.1	1	868	0	0	0	AT1G55100	0
AT1G55110.1	4	1576	88	121	1365	AT1G55110	3
AT1G55120.1	7	1918	18	120	1778	AT1G55120	6
AT1G55130.1	7	2034	0	126	1907	AT1G55130	6
AT1G55140.1	6	822	15	97	708	AT1G55140	5
AT1G55150.1	10	1829	153	178	1496	AT1G55150	9
AT1G55152.1	1	868	168	519	179	AT1G55152	0
AT1G55160.3	5	914	69	206	637	AT1G55160	4
AT1G55170.1	5	1214	96	268	848	AT1G55170	4
AT1G55175.1	5	481	0	0	481	AT1G55175	4
AT1G55180.1	4	2285	0	0	2285	AT1G55180	3
AT1G55190.1	1	802	52	179	569	AT1G55190	0
AT1G55200.1	9	2216	13	179	2022	AT1G55200	8
AT1G55205.2	2	509	24	173	310	AT1G55205	1
AT1G55207.1	1	529	173	121	233	AT1G55207	0
AT1G55210.1	1	839	87	187	563	AT1G55210	0
AT1G55220.1	2	493	0	0	493	AT1G55220	1
AT1G55230.1	1	1105	75	126	902	AT1G55230	0
AT1G55240.1	2	1253	98	219	934	AT1G55240	1
AT1G55250.1	19	2760	0	75	2684	AT1G55250	18
AT1G55260.1	3	988	29	276	681	AT1G55260	2
AT1G55265.1	1	692	12	151	527	AT1G55265	0
AT1G55270.1	2	1893	210	378	1303	AT1G55270	1
AT1G55280.1	3	1406	96	138	1170	AT1G55280	2
AT1G55290.1	2	1262	90	86	1084	AT1G55290	1
AT1G55300.2	4	1049	201	130	716	AT1G55300	3
AT1G55310.3	7	1260	84	277	897	AT1G55310	6
AT1G55320.1	14	2414	10	232	2170	AT1G55320	13
AT1G55325.2	25	6915	213	719	5981	AT1G55325	24
AT1G55330.1	1	426	80	168	176	AT1G55330	0
AT1G55340.1	6	1145	351	178	614	AT1G55340	5
AT1G55350.5	31	7277	430	334	6511	AT1G55350	30
AT1G55360.1	7	1790	223	303	1262	AT1G55360	6
AT1G55365.1	1	380	0	0	380	AT1G55365	0
AT1G55370.2	3	1411	68	279	1062	AT1G55370	2
AT1G55380.1	1	1985	0	0	1985	AT1G55380	0
AT1G55390.1	1	2167	0	112	2054	AT1G55390	0
AT1G55400.1	1	732	0	0	0	AT1G55400	0
AT1G55420.1	1	2177	0	0	2177	AT1G55420	0
AT1G55430.1	1	1973	0	0	1973	AT1G55430	0
AT1G55440.1	1	1961	0	0	1961	AT1G55440	0
AT1G55450.2	4	1221	67	193	959	AT1G55450	3
AT1G55460.1	1	1546	88	221	1235	AT1G55460	0
AT1G55470.1	1	1834	0	0	0	AT1G55470	0
AT1G55475.1	4	1361	462	537	360	AT1G55475	3
AT1G55480.1	7	1335	137	195	1001	AT1G55480	6
AT1G55490.1	15	2072	128	153	1789	AT1G55490	14
AT1G55500.2	9	2313	198	322	1791	AT1G55500	8
AT1G55510.1	12	1390	179	162	1047	AT1G55510	11
AT1G55520.1	10	1196	265	334	595	AT1G55520	9
AT1G55525.1	2	319	0	0	0	AT1G55525	1
AT1G55530.1	2	1648	302	289	1055	AT1G55530	1
AT1G55535.1	6	1407	194	434	777	AT1G55535	5
AT1G55540.2	18	5718	124	150	5442	AT1G55540	17
AT1G55546.1	6	390	0	0	390	AT1G55546	5
AT1G55550.1	11	2786	0	216	2569	AT1G55550	10
AT1G55560.1	3	1929	128	152	1647	AT1G55560	2
AT1G55570.1	3	2085	114	304	1665	AT1G55570	2
AT1G55580.1	1	1741	94	308	1337	AT1G55580	0
AT1G55590.1	4	2091	114	155	1820	AT1G55590	3
AT1G55591.1	1	84	0	0	0	AT1G55591	0
AT1G55600.1	5	1457	0	2	1453	AT1G55600	4
AT1G55610.1	3	3922	421	0	3500	AT1G55610	2
AT1G55615.1	1	197	0	0	197	AT1G55615	0
AT1G55620.2	8	2741	198	203	2338	AT1G55620	7
AT1G55625.1	1	81	0	0	0	AT1G55625	0
AT1G55630.1	1	1889	313	141	1433	AT1G55630	0
AT1G55640.1	1	563	0	0	563	AT1G55640	0
AT1G55650.1	6	1008	0	0	1008	AT1G55650	5
AT1G55660.1	3	1476	0	0	1476	AT1G55660	2
AT1G55670.1	1	779	92	203	482	AT1G55670	0
AT1G55675.1	1	869	443	149	275	AT1G55675	0
AT1G55680.1	10	1950	224	395	1329	AT1G55680	9
AT1G55690.1	17	2590	436	288	1864	AT1G55690	16
AT1G55700.1	1	2039	0	0	2039	AT1G55700	0
AT1G55710.1	1	218	0	0	218	AT1G55710	0
AT1G55720.1	12	1437	44	0	1392	AT1G55720	11
AT1G55730.1	13	1920	270	334	1314	AT1G55730	12
AT1G55740.1	12	2465	70	140	2253	AT1G55740	11
AT1G55750.1	20	2057	46	253	1756	AT1G55750	19
AT1G55760.1	4	1742	546	208	986	AT1G55760	3
AT1G55770.1	1	527	0	0	527	AT1G55770	0
AT1G55790.1	9	1760	52	166	1540	AT1G55790	8
AT1G55800.1	5	940	0	0	940	AT1G55800	4
AT1G55805.1	1	716	0	232	482	AT1G55805	0
AT1G55810.1	15	1753	102	262	1387	AT1G55810	14
AT1G55820.1	9	1970	57	192	1719	AT1G55820	8
AT1G55830.2	6	1655	132	45	1476	AT1G55830	5
AT1G55840.1	10	1511	288	253	968	AT1G55840	9
AT1G55850.1	6	2305	52	67	2184	AT1G55850	5
AT1G55860.1	18	12116	0	339	11776	AT1G55860	17
AT1G55870.1	7	2184	57	62	2063	AT1G55870	6
AT1G55880.1	6	1697	42	393	1260	AT1G55880	5
AT1G55890.1	1	1454	17	239	1196	AT1G55890	0
AT1G55900.1	10	1524	94	307	1121	AT1G55900	9
AT1G55910.1	2	1194	26	187	979	AT1G55910	1
AT1G55915.1	4	1536	115	208	1211	AT1G55915	3
AT1G55920.1	1	1331	261	124	944	AT1G55920	0
AT1G55928.1	1	1272	280	94	896	AT1G55928	0
AT1G55930.1	14	2225	177	98	1948	AT1G55930	13
AT1G55940.1	8	2044	0	83	1960	AT1G55940	7
AT1G55950.1	1	611	0	0	611	AT1G55950	0
AT1G55960.1	6	1717	191	318	1206	AT1G55960	5
AT1G55970.1	16	4677	0	321	4355	AT1G55970	15
AT1G55980.1	14	1387	0	0	1387	AT1G55980	13
AT1G55990.1	2	418	0	0	418	AT1G55990	1
AT1G56000.1	10	1578	7	423	1146	AT1G56000	9
AT1G56010.2	3	1390	136	280	972	AT1G56010	2
AT1G56020.1	1	1403	71	134	1196	AT1G56020	0
AT1G56030.1	4	1112	0	0	1112	AT1G56030	3
AT1G56040.1	6	1452	0	0	1452	AT1G56040	5
AT1G56045.1	2	334	61	195	76	AT1G56045	1
AT1G56050.1	11	1489	73	159	1255	AT1G56050	10
AT1G56060.1	3	433	10	208	213	AT1G56060	2
AT1G56070.1	4	2954	109	314	2529	AT1G56070	3
AT1G56080.1	9	1296	75	295	924	AT1G56080	8
AT1G56085.1	4	458	0	0	458	AT1G56085	3
AT1G56090.1	3	1282	171	293	816	AT1G56090	2
AT1G56100.1	5	694	0	0	694	AT1G56100	4
AT1G56110.1	8	1774	57	154	1561	AT1G56110	7
AT1G56120.1	23	3121	0	0	3121	AT1G56120	22
AT1G56130.1	24	3075	0	0	3075	AT1G56130	23
AT1G56140.1	24	3296	83	133	3078	AT1G56140	23
AT1G56145.2	23	3257	83	75	3097	AT1G56145	22
AT1G56150.1	1	554	46	174	332	AT1G56150	0
AT1G56160.1	3	1031	0	142	888	AT1G56160	2
AT1G56165.1	2	1178	0	0	0	AT1G56165	1
AT1G56170.1	2	810	44	165	599	AT1G56170	1
AT1G56180.1	7	1519	16	338	1163	AT1G56180	6
AT1G56190.1	6	1791	164	194	1431	AT1G56190	5
AT1G56200.1	4	711	57	191	461	AT1G56200	3
AT1G56210.1	3	1381	96	191	1092	AT1G56210	2
AT1G56220.3	3	754	64	268	420	AT1G56220	2
AT1G56230.1	7	2440	85	101	2252	AT1G56230	6
AT1G56233.1	2	333	0	70	262	AT1G56233	1
AT1G56240.1	3	1139	167	118	852	AT1G56240	2
AT1G56242.1	2	1250	0	0	0	AT1G56242	1
AT1G56250.1	3	1143	150	145	846	AT1G56250	2
AT1G56260.1	4	935	185	367	381	AT1G56260	3
AT1G56270.1	1	633	13	130	488	AT1G56270	0
AT1G56280.1	6	1179	151	428	598	AT1G56280	5
AT1G56290.1	8	2408	165	169	2072	AT1G56290	7
AT1G56300.1	5	923	254	201	466	AT1G56300	4
AT1G56310.1	10	1847	0	86	1760	AT1G56310	9
AT1G56320.1	4	697	34	173	488	AT1G56320	3
AT1G56330.1	3	940	70	289	579	AT1G56330	2
AT1G56340.1	12	1511	29	214	1266	AT1G56340	11
AT1G56345.1	2	1390	6	415	967	AT1G56345	1
AT1G56350.1	7	1666	61	161	1442	AT1G56350	6
AT1G56360.1	7	1394	0	0	1394	AT1G56360	6
AT1G56380.2	3	1197	0	0	1197	AT1G56380	2
AT1G56385.1	1	482	23	0	458	AT1G56385	0
AT1G56400.1	3	1437	0	0	1437	AT1G56400	2
AT1G56410.1	2	1852	0	0	1852	AT1G56410	1
AT1G56415.1	2	464	65	114	283	AT1G56415	1
AT1G56418.1	2	279	40	0	238	AT1G56418	1
AT1G56420.1	3	770	0	220	549	AT1G56420	2
AT1G56423.1	2	1255	162	280	811	AT1G56423	1
AT1G56430.1	1	1143	78	89	974	AT1G56430	0
AT1G56440.2	12	1797	88	234	1473	AT1G56440	11
AT1G56450.1	7	1035	86	213	734	AT1G56450	6
AT1G56460.2	9	2157	228	336	1591	AT1G56460	8
AT1G56500.1	28	3400	30	228	3140	AT1G56500	27
AT1G56510.1	5	3652	114	516	3020	AT1G56510	4
AT1G56520.2	5	3619	53	215	3349	AT1G56520	4
AT1G56530.1	2	556	0	0	556	AT1G56530	1
AT1G56540.1	4	3287	0	0	3287	AT1G56540	3
AT1G56550.1	5	1620	298	173	1147	AT1G56550	4
AT1G56553.1	2	339	0	85	253	AT1G56553	1
AT1G56555.1	3	531	0	0	531	AT1G56555	2
AT1G56560.1	6	2103	93	163	1845	AT1G56560	5
AT1G56570.1	2	1834	0	0	1834	AT1G56570	1
AT1G56580.1	1	697	53	142	500	AT1G56580	0
AT1G56590.1	8	1515	44	229	1240	AT1G56590	7
AT1G56600.1	4	1392	82	304	1004	AT1G56600	3
AT1G56605.1	1	526	0	0	0	AT1G56605	0
AT1G56610.1	3	2417	209	601	1605	AT1G56610	2
AT1G56612.1	3	800	0	0	0	AT1G56612	2
AT1G56620.1	1	539	0	0	539	AT1G56620	0
AT1G56630.1	6	1452	0	0	1452	AT1G56630	5
AT1G56650.1	3	911	47	118	744	AT1G56650	2
AT1G56660.1	2	1819	69	180	1568	AT1G56660	1
AT1G56670.1	5	1214	14	81	1117	AT1G56670	4
AT1G56675.1	1	4460	0	0	0	AT1G56675	0
AT1G56680.1	2	931	0	89	841	AT1G56680	1
AT1G56690.1	1	2114	0	0	2114	AT1G56690	0
AT1G56700.1	5	1216	226	332	656	AT1G56700	4
AT1G56710.1	5	1509	10	197	1300	AT1G56710	4
AT1G56720.1	7	1743	60	209	1472	AT1G56720	6
AT1G56730.1	1	81	0	0	0	AT1G56730	0
AT1G56740.1	1	36	0	0	0	AT1G56740	0
AT1G56750.1	1	36	0	0	0	AT1G56750	0
AT1G56760.1	1	81	0	0	0	AT1G56760	0
AT1G56770.1	1	36	0	0	0	AT1G56770	0
AT1G56780.1	1	36	0	0	0	AT1G56780	0
AT1G56790.1	1	81	0	0	0	AT1G56790	0
AT1G56800.1	1	36	0	0	0	AT1G56800	0
AT1G56810.1	1	36	0	0	0	AT1G56810	0
AT1G56820.1	1	81	0	0	0	AT1G56820	0
AT1G56830.1	1	36	0	0	0	AT1G56830	0
AT1G56840.1	1	36	0	0	0	AT1G56840	0
AT1G56850.1	1	81	0	0	0	AT1G56850	0
AT1G56860.1	1	36	0	0	0	AT1G56860	0
AT1G56870.1	1	36	0	0	0	AT1G56870	0
AT1G56880.1	1	81	0	0	0	AT1G56880	0
AT1G56890.1	1	36	0	0	0	AT1G56890	0
AT1G56900.1	1	36	0	0	0	AT1G56900	0
AT1G56910.1	1	81	0	0	0	AT1G56910	0
AT1G56920.1	1	36	0	0	0	AT1G56920	0
AT1G56930.1	1	36	0	0	0	AT1G56930	0
AT1G56940.1	1	81	0	0	0	AT1G56940	0
AT1G56950.1	1	36	0	0	0	AT1G56950	0
AT1G56960.1	1	36	0	0	0	AT1G56960	0
AT1G56970.1	1	81	0	0	0	AT1G56970	0
AT1G56980.1	1	36	0	0	0	AT1G56980	0
AT1G56990.1	1	36	0	0	0	AT1G56990	0
AT1G57000.1	1	81	0	0	0	AT1G57000	0
AT1G57010.1	1	36	0	0	0	AT1G57010	0
AT1G57020.1	1	36	0	0	0	AT1G57020	0
AT1G57030.1	1	81	0	0	0	AT1G57030	0
AT1G57040.1	1	36	0	0	0	AT1G57040	0
AT1G57050.1	1	36	0	0	0	AT1G57050	0
AT1G57060.1	1	81	0	0	0	AT1G57060	0
AT1G57070.1	1	36	0	0	0	AT1G57070	0
AT1G57080.1	1	36	0	0	0	AT1G57080	0
AT1G57090.1	1	81	0	0	0	AT1G57090	0
AT1G57100.1	1	36	0	0	0	AT1G57100	0
AT1G57110.1	1	36	0	0	0	AT1G57110	0
AT1G57120.1	1	81	0	0	0	AT1G57120	0
AT1G57130.1	1	36	0	0	0	AT1G57130	0
AT1G57140.1	1	36	0	0	0	AT1G57140	0
AT1G57150.1	1	81	0	0	0	AT1G57150	0
AT1G57160.1	1	36	0	0	0	AT1G57160	0
AT1G57170.1	1	36	0	0	0	AT1G57170	0
AT1G57180.1	1	81	0	0	0	AT1G57180	0
AT1G57190.1	1	36	0	0	0	AT1G57190	0
AT1G57200.1	1	36	0	0	0	AT1G57200	0
AT1G57210.1	1	81	0	0	0	AT1G57210	0
AT1G57220.1	1	36	0	0	0	AT1G57220	0
AT1G57230.1	1	36	0	0	0	AT1G57230	0
AT1G57240.1	1	81	0	0	0	AT1G57240	0
AT1G57250.1	1	36	0	0	0	AT1G57250	0
AT1G57260.1	1	36	0	0	0	AT1G57260	0
AT1G57270.1	1	81	0	0	0	AT1G57270	0
AT1G57280.1	1	36	0	0	0	AT1G57280	0
AT1G57290.1	1	36	0	0	0	AT1G57290	0
AT1G57300.1	1	81	0	0	0	AT1G57300	0
AT1G57310.1	1	36	0	0	0	AT1G57310	0
AT1G57320.1	1	36	0	0	0	AT1G57320	0
AT1G57330.1	1	81	0	0	0	AT1G57330	0
AT1G57340.1	1	36	0	0	0	AT1G57340	0
AT1G57350.1	1	36	0	0	0	AT1G57350	0
AT1G57360.1	1	81	0	0	0	AT1G57360	0
AT1G57370.1	1	36	0	0	0	AT1G57370	0
AT1G57380.1	1	36	0	0	0	AT1G57380	0
AT1G57390.1	1	81	0	0	0	AT1G57390	0
AT1G57400.1	1	36	0	0	0	AT1G57400	0
AT1G57410.1	1	36	0	0	0	AT1G57410	0
AT1G57420.1	1	81	0	0	0	AT1G57420	0
AT1G57430.1	1	36	0	0	0	AT1G57430	0
AT1G57440.1	1	36	0	0	0	AT1G57440	0
AT1G57450.1	1	83	0	0	0	AT1G57450	0
AT1G57460.1	1	36	0	0	0	AT1G57460	0
AT1G57470.1	1	36	0	0	0	AT1G57470	0
AT1G57480.1	1	81	0	0	0	AT1G57480	0
AT1G57490.1	1	36	0	0	0	AT1G57490	0
AT1G57500.1	1	36	0	0	0	AT1G57500	0
AT1G57510.1	1	83	0	0	0	AT1G57510	0
AT1G57520.1	1	36	0	0	0	AT1G57520	0
AT1G57530.1	1	36	0	0	0	AT1G57530	0
AT1G57540.1	3	509	86	111	310	AT1G57540	2
AT1G57550.1	2	157	0	0	157	AT1G57550	1
AT1G57560.1	3	1070	22	104	942	AT1G57560	2
AT1G57565.1	1	578	0	0	578	AT1G57565	0
AT1G57570.1	7	2299	106	352	1839	AT1G57570	6
AT1G57580.1	2	1039	0	0	1039	AT1G57580	1
AT1G57590.1	11	1478	55	97	1324	AT1G57590	10
AT1G57600.1	19	1931	130	216	1583	AT1G57600	18
AT1G57610.1	2	1338	243	213	880	AT1G57610	1
AT1G57613.1	3	315	0	0	315	AT1G57613	2
AT1G57620.1	4	1000	141	222	635	AT1G57620	3
AT1G57630.1	1	518	0	0	518	AT1G57630	0
AT1G57640.1	1	4439	0	0	0	AT1G57640	0
AT1G57650.1	4	2126	0	0	2126	AT1G57650	3
AT1G57660.1	2	713	46	172	493	AT1G57660	1
AT1G57670.1	3	1161	0	0	1161	AT1G57670	2
AT1G57680.1	2	1859	509	260	1088	AT1G57680	1
AT1G57690.1	5	988	0	0	988	AT1G57690	4
AT1G57700.1	8	2659	367	219	2071	AT1G57700	7
AT1G57710.1	1	70	0	0	0	AT1G57710	0
AT1G57720.1	8	1653	153	263	1235	AT1G57720	7
AT1G57730.1	1	524	0	0	524	AT1G57730	0
AT1G57750.1	1	1728	29	204	1493	AT1G57750	0
AT1G57760.1	1	562	78	135	347	AT1G57760	0
AT1G57765.2	4	769	141	275	351	AT1G57765	3
AT1G57770.1	10	1918	57	144	1715	AT1G57770	9
AT1G57775.1	1	450	0	102	347	AT1G57775	0
AT1G57777.1	1	563	81	133	347	AT1G57777	0
AT1G57780.1	5	790	0	0	790	AT1G57780	4
AT1G57790.1	2	1316	87	169	1058	AT1G57790	1
AT1G57800.1	9	2098	0	123	1974	AT1G57800	8
AT1G57810.1	1	683	0	0	0	AT1G57810	0
AT1G57820.1	9	2145	43	171	1929	AT1G57820	8
AT1G57830.1	1	494	0	0	494	AT1G57830	0
AT1G57835.1	2	611	0	0	0	AT1G57835	1
AT1G57850.1	2	475	0	0	475	AT1G57850	1
AT1G57860.1	2	667	37	135	493	AT1G57860	1
AT1G57870.3	15	1852	445	86	1319	AT1G57870	14
AT1G57906.1	3	684	0	0	684	AT1G57906	2
AT1G57943.1	2	1195	0	0	1195	AT1G57943	1
AT1G57980.1	2	1468	72	211	1183	AT1G57980	1
AT1G57990.1	1	1415	47	194	1172	AT1G57990	0
AT1G58007.1	3	782	101	333	346	AT1G58007	2
AT1G58020.1	1	5638	0	0	0	AT1G58020	0
